日付,Prefecture,都道府県,性別,年代,前職種,エントリー数,面談実施数
2025-06-28,Kyoto,京都府,女性,30歳代,製造・技能職,1,1
2025-06-28,Kyoto,京都府,女性,30歳代,販売・サービス,1,0
2025-06-28,Kyoto,京都府,女性,40歳代,IT・技術職,1,0
2025-06-28,Kyoto,京都府,女性,40歳代,医療・福祉,1,1
2025-06-28,Kyoto,京都府,女性,50歳代,管理職,2,1
2025-06-28,Kyoto,京都府,女性,50歳代,製造・技能職,1,0
2025-06-28,Kyoto,京都府,男性,30歳代,IT・技術職,1,1
2025-06-28,Kyoto,京都府,男性,30歳代,一般事務,1,0
2025-06-28,Kyoto,京都府,男性,30歳代,営業,4,2
2025-06-28,Kyoto,京都府,男性,30歳代,営業事務,2,0
2025-06-28,Kyoto,京都府,男性,30歳代,製造・技能職,1,1
2025-06-28,Kyoto,京都府,男性,40歳代,IT・技術職,1,1
2025-06-28,Kyoto,京都府,男性,40歳代,営業,1,0
2025-06-28,Kyoto,京都府,男性,40歳代,営業事務,1,1
2025-06-28,Kyoto,京都府,男性,60歳代,営業事務,1,0
2025-06-28,Mie,三重県,女性,20歳代,医療・福祉,1,0
2025-06-28,Mie,三重県,女性,20歳代,営業,1,0
2025-06-28,Mie,三重県,女性,30歳代,一般事務,1,0
2025-06-28,Mie,三重県,女性,30歳代,営業事務,2,1
2025-06-28,Mie,三重県,女性,30歳代,販売・サービス,1,1
2025-06-28,Mie,三重県,女性,40歳代,IT・技術職,1,0
2025-06-28,Mie,三重県,女性,40歳代,一般事務,1,1
2025-06-28,Mie,三重県,女性,40歳代,製造・技能職,1,0
2025-06-28,Mie,三重県,女性,50歳代,営業事務,1,0
2025-06-28,Mie,三重県,女性,50歳代,販売・サービス,2,1
2025-06-28,Mie,三重県,女性,60歳代,管理職,1,0
2025-06-28,Mie,三重県,女性,60歳代,製造・技能職,1,0
2025-06-28,Mie,三重県,男性,20歳代,IT・技術職,1,0
2025-06-28,Mie,三重県,男性,20歳代,一般事務,1,0
2025-06-28,Mie,三重県,男性,20歳代,医療・福祉,1,1
2025-06-28,Mie,三重県,男性,20歳代,営業,2,0
2025-06-28,Mie,三重県,男性,20歳代,営業事務,1,0
2025-06-28,Mie,三重県,男性,20歳代,管理職,2,1
2025-06-28,Mie,三重県,男性,20歳代,販売・サービス,1,0
2025-06-28,Mie,三重県,男性,30歳代,IT・技術職,1,1
2025-06-28,Mie,三重県,男性,30歳代,士業,1,1
2025-06-28,Mie,三重県,男性,30歳代,管理職,1,0
2025-06-28,Mie,三重県,男性,30歳代,製造・技能職,1,1
2025-06-28,Mie,三重県,男性,40歳代,営業事務,1,1
2025-06-28,Mie,三重県,男性,40歳代,販売・サービス,1,0
2025-06-28,Mie,三重県,男性,60歳代,営業,1,0
2025-06-28,Miyagi,宮城県,女性,20歳代,IT・技術職,2,0
2025-06-28,Miyagi,宮城県,女性,20歳代,製造・技能職,1,1
2025-06-28,Miyagi,宮城県,女性,20歳代,販売・サービス,1,1
2025-06-28,Miyagi,宮城県,女性,30歳代,IT・技術職,1,1
2025-06-28,Miyagi,宮城県,女性,30歳代,一般事務,1,0
2025-06-28,Miyagi,宮城県,女性,30歳代,医療・福祉,1,0
2025-06-28,Miyagi,宮城県,女性,30歳代,管理職,1,1
2025-06-28,Miyagi,宮城県,女性,30歳代,製造・技能職,1,1
2025-06-28,Miyagi,宮城県,女性,40歳代,IT・技術職,1,1
2025-06-28,Miyagi,宮城県,女性,40歳代,営業,1,0
2025-06-28,Miyagi,宮城県,女性,40歳代,管理職,2,1
2025-06-28,Miyagi,宮城県,女性,50歳代,医療・福祉,1,1
2025-06-28,Miyagi,宮城県,女性,50歳代,販売・サービス,1,1
2025-06-28,Miyagi,宮城県,女性,60歳代,士業,1,1
2025-06-28,Miyagi,宮城県,男性,20歳代,一般事務,1,0
2025-06-28,Miyagi,宮城県,男性,20歳代,営業事務,1,1
2025-06-28,Miyagi,宮城県,男性,20歳代,士業,1,0
2025-06-28,Miyagi,宮城県,男性,20歳代,管理職,1,0
2025-06-28,Miyagi,宮城県,男性,20歳代,製造・技能職,1,0
2025-06-28,Miyagi,宮城県,男性,30歳代,一般事務,1,1
2025-06-28,Miyagi,宮城県,男性,30歳代,医療・福祉,2,1
2025-06-28,Miyagi,宮城県,男性,30歳代,営業,1,1
2025-06-28,Miyagi,宮城県,男性,30歳代,営業事務,1,1
2025-06-28,Miyagi,宮城県,男性,30歳代,販売・サービス,3,2
2025-06-28,Miyagi,宮城県,男性,40歳代,一般事務,3,3
2025-06-28,Miyagi,宮城県,男性,40歳代,営業,1,1
2025-06-28,Miyagi,宮城県,男性,40歳代,営業事務,3,3
2025-06-28,Miyagi,宮城県,男性,40歳代,管理職,1,1
2025-06-28,Miyagi,宮城県,男性,50歳代,IT・技術職,1,0
2025-06-28,Miyagi,宮城県,男性,50歳代,管理職,1,0
2025-06-28,Miyagi,宮城県,男性,60歳代,一般事務,1,1
2025-06-28,Miyagi,宮城県,男性,60歳代,営業事務,1,0
2025-06-28,Miyazaki,宮崎県,女性,30歳代,管理職,1,0
2025-06-28,Miyazaki,宮崎県,女性,40歳代,医療・福祉,1,1
2025-06-28,Miyazaki,宮崎県,男性,20歳代,一般事務,1,0
2025-06-28,Miyazaki,宮崎県,男性,30歳代,製造・技能職,1,0
2025-06-28,Miyazaki,宮崎県,男性,30歳代,販売・サービス,1,1
2025-06-28,Miyazaki,宮崎県,男性,40歳代,士業,1,1
2025-06-28,Miyazaki,宮崎県,男性,40歳代,製造・技能職,1,1
2025-06-28,Miyazaki,宮崎県,男性,50歳代,管理職,1,0
2025-06-28,Miyazaki,宮崎県,男性,50歳代,販売・サービス,2,0
2025-06-28,Nagano,長野県,女性,20歳代,医療・福祉,1,1
2025-06-28,Nagano,長野県,女性,20歳代,営業,1,1
2025-06-28,Nagano,長野県,女性,20歳代,製造・技能職,1,0
2025-06-28,Nagano,長野県,女性,30歳代,IT・技術職,1,1
2025-06-28,Nagano,長野県,女性,30歳代,営業事務,1,0
2025-06-28,Nagano,長野県,女性,30歳代,士業,1,1
2025-06-28,Nagano,長野県,女性,40歳代,営業,1,1
2025-06-28,Nagano,長野県,女性,40歳代,営業事務,1,1
2025-06-28,Nagano,長野県,女性,40歳代,製造・技能職,2,0
2025-06-28,Nagano,長野県,女性,50歳代,医療・福祉,1,0
2025-06-28,Nagano,長野県,女性,50歳代,営業事務,1,0
2025-06-28,Nagano,長野県,女性,50歳代,士業,1,1
2025-06-28,Nagano,長野県,女性,60歳代,製造・技能職,1,0
2025-06-28,Nagano,長野県,男性,20歳代,IT・技術職,1,0
2025-06-28,Nagano,長野県,男性,20歳代,一般事務,2,0
2025-06-28,Nagano,長野県,男性,20歳代,製造・技能職,1,0
2025-06-28,Nagano,長野県,男性,30歳代,IT・技術職,2,1
2025-06-28,Nagano,長野県,男性,30歳代,医療・福祉,1,0
2025-06-28,Nagano,長野県,男性,30歳代,営業事務,3,2
2025-06-28,Nagano,長野県,男性,30歳代,士業,2,1
2025-06-28,Nagano,長野県,男性,30歳代,管理職,1,1
2025-06-28,Nagano,長野県,男性,40歳代,営業,1,1
2025-06-28,Nagano,長野県,男性,40歳代,営業事務,1,1
2025-06-28,Nagano,長野県,男性,40歳代,士業,1,0
2025-06-28,Nagano,長野県,男性,40歳代,販売・サービス,1,1
2025-06-28,Nagano,長野県,男性,50歳代,IT・技術職,1,0
2025-06-28,Nagano,長野県,男性,50歳代,医療・福祉,1,0
2025-06-28,Nagano,長野県,男性,50歳代,営業,2,2
2025-06-28,Nagano,長野県,男性,50歳代,管理職,1,0
2025-06-28,Nagasaki,長崎県,女性,30歳代,一般事務,1,0
2025-06-28,Nagasaki,長崎県,女性,30歳代,営業,1,1
2025-06-28,Nagasaki,長崎県,女性,30歳代,士業,1,0
2025-06-28,Nagasaki,長崎県,男性,20歳代,販売・サービス,2,2
2025-06-28,Nagasaki,長崎県,男性,30歳代,IT・技術職,1,0
2025-06-28,Nagasaki,長崎県,男性,30歳代,販売・サービス,1,1
2025-06-28,Nagasaki,長崎県,男性,40歳代,営業,1,1
2025-06-28,Nagasaki,長崎県,男性,40歳代,営業事務,1,1
2025-06-28,Nagasaki,長崎県,男性,40歳代,製造・技能職,1,0
2025-06-28,Nagasaki,長崎県,男性,50歳代,一般事務,1,0
2025-06-28,Nagasaki,長崎県,男性,50歳代,製造・技能職,1,0
2025-06-28,Nagasaki,長崎県,男性,60歳代,販売・サービス,1,0
2025-06-28,Nara,奈良県,女性,20歳代,販売・サービス,1,1
2025-06-28,Nara,奈良県,女性,30歳代,製造・技能職,1,0
2025-06-28,Nara,奈良県,女性,40歳代,販売・サービス,1,1
2025-06-28,Nara,奈良県,女性,50歳代,IT・技術職,1,0
2025-06-28,Nara,奈良県,男性,30歳代,医療・福祉,1,1
2025-06-28,Nara,奈良県,男性,30歳代,販売・サービス,1,0
2025-06-28,Nara,奈良県,男性,40歳代,営業,1,0
2025-06-28,Nara,奈良県,男性,40歳代,管理職,1,1
2025-06-28,Nara,奈良県,男性,50歳代,一般事務,1,0
2025-06-28,Nara,奈良県,男性,50歳代,営業,1,0
2025-06-28,Nara,奈良県,男性,50歳代,製造・技能職,1,0
2025-06-28,Nara,奈良県,男性,60歳代,販売・サービス,1,0
2025-06-28,Nigata,新潟県,女性,20歳代,IT・技術職,1,0
2025-06-28,Nigata,新潟県,女性,20歳代,医療・福祉,2,2
2025-06-28,Nigata,新潟県,女性,20歳代,営業,1,0
2025-06-28,Nigata,新潟県,女性,20歳代,士業,1,1
2025-06-28,Nigata,新潟県,女性,30歳代,一般事務,2,2
2025-06-28,Nigata,新潟県,女性,30歳代,士業,1,0
2025-06-28,Nigata,新潟県,女性,30歳代,製造・技能職,1,1
2025-06-28,Nigata,新潟県,女性,30歳代,販売・サービス,1,1
2025-06-28,Nigata,新潟県,女性,40歳代,一般事務,2,1
2025-06-28,Nigata,新潟県,女性,40歳代,営業,1,1
2025-06-28,Nigata,新潟県,女性,40歳代,管理職,1,0
2025-06-28,Nigata,新潟県,女性,40歳代,製造・技能職,1,0
2025-06-28,Nigata,新潟県,女性,40歳代,販売・サービス,1,0
2025-06-28,Nigata,新潟県,女性,50歳代,営業事務,1,1
2025-06-28,Nigata,新潟県,男性,20歳代,一般事務,2,0
2025-06-28,Nigata,新潟県,男性,20歳代,営業,1,1
2025-06-28,Nigata,新潟県,男性,20歳代,製造・技能職,1,0
2025-06-28,Nigata,新潟県,男性,30歳代,一般事務,1,0
2025-06-28,Nigata,新潟県,男性,30歳代,医療・福祉,1,0
2025-06-28,Nigata,新潟県,男性,30歳代,営業事務,1,1
2025-06-28,Nigata,新潟県,男性,30歳代,士業,1,1
2025-06-28,Nigata,新潟県,男性,30歳代,販売・サービス,2,1
2025-06-28,Nigata,新潟県,男性,40歳代,IT・技術職,1,0
2025-06-28,Nigata,新潟県,男性,40歳代,営業事務,1,1
2025-06-28,Nigata,新潟県,男性,40歳代,士業,1,1
2025-06-28,Nigata,新潟県,男性,50歳代,IT・技術職,1,0
2025-06-28,Nigata,新潟県,男性,50歳代,営業,1,1
2025-06-28,Nigata,新潟県,男性,50歳代,士業,1,0
2025-06-28,Nigata,新潟県,男性,50歳代,製造・技能職,2,1
2025-06-28,Nigata,新潟県,男性,60歳代,IT・技術職,1,1
2025-06-28,Nigata,新潟県,男性,60歳代,営業事務,1,0
2025-06-28,Oita,大分県,女性,20歳代,営業,1,1
2025-06-28,Oita,大分県,女性,30歳代,士業,1,1
2025-06-28,Oita,大分県,女性,40歳代,一般事務,1,1
2025-06-28,Oita,大分県,女性,40歳代,営業事務,1,1
2025-06-28,Oita,大分県,女性,40歳代,製造・技能職,1,1
2025-06-28,Oita,大分県,男性,30歳代,IT・技術職,1,0
2025-06-28,Oita,大分県,男性,30歳代,一般事務,2,2
2025-06-28,Oita,大分県,男性,30歳代,販売・サービス,1,1
2025-06-28,Oita,大分県,男性,40歳代,一般事務,1,0
2025-06-28,Oita,大分県,男性,40歳代,製造・技能職,1,0
2025-06-28,Okayama,岡山県,女性,20歳代,一般事務,1,0
2025-06-28,Okayama,岡山県,女性,20歳代,医療・福祉,2,0
2025-06-28,Okayama,岡山県,女性,20歳代,営業,1,0
2025-06-28,Okayama,岡山県,女性,20歳代,製造・技能職,1,0
2025-06-28,Okayama,岡山県,女性,30歳代,IT・技術職,1,1
2025-06-28,Okayama,岡山県,女性,30歳代,一般事務,1,1
2025-06-28,Okayama,岡山県,女性,30歳代,営業,1,0
2025-06-28,Okayama,岡山県,女性,30歳代,営業事務,1,0
2025-06-28,Okayama,岡山県,女性,40歳代,IT・技術職,2,1
2025-06-28,Okayama,岡山県,女性,40歳代,営業,1,1
2025-06-28,Okayama,岡山県,女性,40歳代,販売・サービス,1,0
2025-06-28,Okayama,岡山県,女性,60歳代,一般事務,1,1
2025-06-28,Okayama,岡山県,女性,60歳代,士業,2,1
2025-06-28,Okayama,岡山県,男性,20歳代,製造・技能職,2,1
2025-06-28,Okayama,岡山県,男性,20歳代,販売・サービス,2,1
2025-06-28,Okayama,岡山県,男性,30歳代,医療・福祉,1,0
2025-06-28,Okayama,岡山県,男性,30歳代,営業,3,1
2025-06-28,Okayama,岡山県,男性,30歳代,営業事務,1,0
2025-06-28,Okayama,岡山県,男性,30歳代,製造・技能職,1,1
2025-06-28,Okayama,岡山県,男性,30歳代,販売・サービス,1,1
2025-06-28,Okayama,岡山県,男性,40歳代,営業,1,0
2025-06-28,Okayama,岡山県,男性,50歳代,営業,1,1
2025-06-28,Okayama,岡山県,男性,60歳代,一般事務,1,0
2025-06-28,Okayama,岡山県,男性,60歳代,管理職,1,0
2025-06-28,Okayama,岡山県,男性,60歳代,販売・サービス,1,0
2025-06-28,Okinawa,沖縄県,女性,20歳代,IT・技術職,1,1
2025-06-28,Okinawa,沖縄県,女性,20歳代,営業事務,1,0
2025-06-28,Okinawa,沖縄県,女性,40歳代,IT・技術職,1,0
2025-06-28,Okinawa,沖縄県,女性,40歳代,一般事務,1,1
2025-06-28,Okinawa,沖縄県,女性,40歳代,製造・技能職,1,1
2025-06-28,Okinawa,沖縄県,女性,50歳代,士業,2,0
2025-06-28,Okinawa,沖縄県,男性,20歳代,営業,1,0
2025-06-28,Okinawa,沖縄県,男性,20歳代,営業事務,1,0
2025-06-28,Okinawa,沖縄県,男性,30歳代,営業事務,1,1
2025-06-28,Okinawa,沖縄県,男性,40歳代,一般事務,1,0
2025-06-28,Okinawa,沖縄県,男性,40歳代,営業事務,1,1
2025-06-28,Okinawa,沖縄県,男性,40歳代,士業,1,0
2025-06-28,Okinawa,沖縄県,男性,50歳代,IT・技術職,2,0
2025-06-28,Osaka,大阪府,女性,20歳代,一般事務,2,0
2025-06-28,Osaka,大阪府,女性,20歳代,営業,3,0
2025-06-28,Osaka,大阪府,女性,20歳代,営業事務,1,1
2025-06-28,Osaka,大阪府,女性,20歳代,士業,1,1
2025-06-28,Osaka,大阪府,女性,30歳代,IT・技術職,4,2
2025-06-28,Osaka,大阪府,女性,30歳代,一般事務,2,1
2025-06-28,Osaka,大阪府,女性,30歳代,営業,2,1
2025-06-28,Osaka,大阪府,女性,30歳代,営業事務,1,1
2025-06-28,Osaka,大阪府,女性,30歳代,管理職,1,1
2025-06-28,Osaka,大阪府,女性,30歳代,製造・技能職,1,1
2025-06-28,Osaka,大阪府,女性,40歳代,IT・技術職,1,0
2025-06-28,Osaka,大阪府,女性,40歳代,一般事務,1,1
2025-06-28,Osaka,大阪府,女性,40歳代,医療・福祉,1,1
2025-06-28,Osaka,大阪府,女性,40歳代,営業,1,0
2025-06-28,Osaka,大阪府,女性,40歳代,営業事務,1,0
2025-06-28,Osaka,大阪府,女性,40歳代,管理職,1,0
2025-06-28,Osaka,大阪府,女性,40歳代,製造・技能職,3,1
2025-06-28,Osaka,大阪府,女性,40歳代,販売・サービス,2,1
2025-06-28,Osaka,大阪府,女性,50歳代,医療・福祉,2,0
2025-06-28,Osaka,大阪府,女性,50歳代,営業,1,0
2025-06-28,Osaka,大阪府,女性,50歳代,管理職,2,0
2025-06-28,Osaka,大阪府,女性,60歳代,製造・技能職,1,0
2025-06-28,Osaka,大阪府,男性,20歳代,一般事務,1,1
2025-06-28,Osaka,大阪府,男性,20歳代,医療・福祉,1,0
2025-06-28,Osaka,大阪府,男性,20歳代,営業,3,1
2025-06-28,Osaka,大阪府,男性,20歳代,製造・技能職,1,0
2025-06-28,Osaka,大阪府,男性,30歳代,IT・技術職,2,1
2025-06-28,Osaka,大阪府,男性,30歳代,一般事務,5,3
2025-06-28,Osaka,大阪府,男性,30歳代,医療・福祉,1,0
2025-06-28,Osaka,大阪府,男性,30歳代,営業,4,2
2025-06-28,Osaka,大阪府,男性,30歳代,営業事務,3,2
2025-06-28,Osaka,大阪府,男性,30歳代,士業,1,0
2025-06-28,Osaka,大阪府,男性,30歳代,管理職,3,2
2025-06-28,Osaka,大阪府,男性,30歳代,製造・技能職,1,0
2025-06-28,Osaka,大阪府,男性,30歳代,販売・サービス,2,1
2025-06-28,Osaka,大阪府,男性,40歳代,IT・技術職,1,1
2025-06-28,Osaka,大阪府,男性,40歳代,一般事務,2,1
2025-06-28,Osaka,大阪府,男性,40歳代,医療・福祉,3,0
2025-06-28,Osaka,大阪府,男性,40歳代,営業,1,0
2025-06-28,Osaka,大阪府,男性,40歳代,営業事務,2,1
2025-06-28,Osaka,大阪府,男性,40歳代,士業,1,1
2025-06-28,Osaka,大阪府,男性,40歳代,管理職,1,0
2025-06-28,Osaka,大阪府,男性,40歳代,製造・技能職,2,1
2025-06-28,Osaka,大阪府,男性,40歳代,販売・サービス,4,1
2025-06-28,Osaka,大阪府,男性,50歳代,IT・技術職,2,2
2025-06-28,Osaka,大阪府,男性,50歳代,一般事務,3,0
2025-06-28,Osaka,大阪府,男性,50歳代,営業,3,3
2025-06-28,Osaka,大阪府,男性,50歳代,管理職,1,0
2025-06-28,Osaka,大阪府,男性,60歳代,IT・技術職,1,0
2025-06-28,Osaka,大阪府,男性,60歳代,一般事務,1,1
2025-06-28,Osaka,大阪府,男性,60歳代,医療・福祉,1,0
2025-06-28,Saga,佐賀県,女性,30歳代,営業,1,0
2025-06-28,Saga,佐賀県,女性,30歳代,営業事務,1,1
2025-06-28,Saga,佐賀県,女性,50歳代,製造・技能職,1,0
2025-06-28,Saga,佐賀県,男性,30歳代,営業,1,0
2025-06-28,Saga,佐賀県,男性,30歳代,販売・サービス,1,0
2025-06-28,Saga,佐賀県,男性,40歳代,IT・技術職,1,1
2025-06-28,Saga,佐賀県,男性,40歳代,一般事務,1,1
2025-06-28,Saga,佐賀県,男性,60歳代,IT・技術職,1,1
2025-06-28,Saga,佐賀県,男性,60歳代,一般事務,1,0
2025-06-28,Saitama,埼玉県,女性,20歳代,医療・福祉,1,0
2025-06-28,Saitama,埼玉県,女性,20歳代,営業,2,0
2025-06-28,Saitama,埼玉県,女性,20歳代,営業事務,2,1
2025-06-28,Saitama,埼玉県,女性,20歳代,製造・技能職,3,1
2025-06-28,Saitama,埼玉県,女性,20歳代,販売・サービス,1,0
2025-06-28,Saitama,埼玉県,女性,30歳代,IT・技術職,4,3
2025-06-28,Saitama,埼玉県,女性,30歳代,医療・福祉,1,1
2025-06-28,Saitama,埼玉県,女性,30歳代,営業,4,2
2025-06-28,Saitama,埼玉県,女性,30歳代,営業事務,1,1
2025-06-28,Saitama,埼玉県,女性,30歳代,士業,2,1
2025-06-28,Saitama,埼玉県,女性,30歳代,管理職,1,0
2025-06-28,Saitama,埼玉県,女性,30歳代,製造・技能職,1,0
2025-06-28,Saitama,埼玉県,女性,30歳代,販売・サービス,2,1
2025-06-28,Saitama,埼玉県,女性,40歳代,IT・技術職,2,0
2025-06-28,Saitama,埼玉県,女性,40歳代,一般事務,1,1
2025-06-28,Saitama,埼玉県,女性,40歳代,医療・福祉,2,2
2025-06-28,Saitama,埼玉県,女性,40歳代,営業,1,1
2025-06-28,Saitama,埼玉県,女性,40歳代,営業事務,1,1
2025-06-28,Saitama,埼玉県,女性,40歳代,士業,1,0
2025-06-28,Saitama,埼玉県,女性,40歳代,製造・技能職,2,0
2025-06-28,Saitama,埼玉県,女性,40歳代,販売・サービス,1,1
2025-06-28,Saitama,埼玉県,女性,50歳代,一般事務,2,0
2025-06-28,Saitama,埼玉県,女性,50歳代,営業,2,1
2025-06-28,Saitama,埼玉県,女性,50歳代,営業事務,2,0
2025-06-28,Saitama,埼玉県,女性,50歳代,製造・技能職,1,0
2025-06-28,Saitama,埼玉県,女性,50歳代,販売・サービス,2,0
2025-06-28,Saitama,埼玉県,女性,60歳代,一般事務,1,1
2025-06-28,Saitama,埼玉県,女性,60歳代,医療・福祉,1,1
2025-06-28,Saitama,埼玉県,女性,60歳代,士業,1,1
2025-06-28,Saitama,埼玉県,女性,60歳代,販売・サービス,1,0
2025-06-28,Saitama,埼玉県,男性,20歳代,IT・技術職,1,0
2025-06-28,Saitama,埼玉県,男性,20歳代,一般事務,2,0
2025-06-28,Saitama,埼玉県,男性,20歳代,営業,4,1
2025-06-28,Saitama,埼玉県,男性,20歳代,士業,1,1
2025-06-28,Saitama,埼玉県,男性,20歳代,管理職,1,0
2025-06-28,Saitama,埼玉県,男性,20歳代,製造・技能職,2,1
2025-06-28,Saitama,埼玉県,男性,30歳代,IT・技術職,1,1
2025-06-28,Saitama,埼玉県,男性,30歳代,医療・福祉,2,0
2025-06-28,Saitama,埼玉県,男性,30歳代,営業,2,0
2025-06-28,Saitama,埼玉県,男性,30歳代,士業,2,1
2025-06-28,Saitama,埼玉県,男性,30歳代,管理職,1,0
2025-06-28,Saitama,埼玉県,男性,30歳代,製造・技能職,2,0
2025-06-28,Saitama,埼玉県,男性,40歳代,IT・技術職,2,1
2025-06-28,Saitama,埼玉県,男性,40歳代,一般事務,3,0
2025-06-28,Saitama,埼玉県,男性,40歳代,営業事務,2,0
2025-06-28,Saitama,埼玉県,男性,40歳代,士業,1,1
2025-06-28,Saitama,埼玉県,男性,40歳代,管理職,1,0
2025-06-28,Saitama,埼玉県,男性,40歳代,販売・サービス,1,1
2025-06-28,Saitama,埼玉県,男性,50歳代,一般事務,4,1
2025-06-28,Saitama,埼玉県,男性,50歳代,製造・技能職,1,0
2025-06-28,Saitama,埼玉県,男性,60歳代,販売・サービス,1,0
2025-06-28,Shiga,滋賀県,女性,30歳代,一般事務,1,1
2025-06-28,Shiga,滋賀県,女性,30歳代,営業,1,0
2025-06-28,Shiga,滋賀県,女性,30歳代,製造・技能職,1,1
2025-06-28,Shiga,滋賀県,女性,40歳代,一般事務,1,0
2025-06-28,Shiga,滋賀県,女性,40歳代,営業事務,1,1
2025-06-28,Shiga,滋賀県,男性,20歳代,IT・技術職,2,0
2025-06-28,Shiga,滋賀県,男性,20歳代,営業事務,1,0
2025-06-28,Shiga,滋賀県,男性,20歳代,士業,3,0
2025-06-28,Shiga,滋賀県,男性,30歳代,管理職,1,0
2025-06-28,Shiga,滋賀県,男性,40歳代,一般事務,1,1
2025-06-28,Shiga,滋賀県,男性,40歳代,営業事務,2,0
2025-06-28,Shiga,滋賀県,男性,50歳代,営業事務,1,0
2025-06-28,Shimane,島根県,女性,30歳代,IT・技術職,1,0
2025-06-28,Shimane,島根県,女性,40歳代,製造・技能職,1,0
2025-06-28,Shimane,島根県,男性,20歳代,営業,1,0
2025-06-28,Shimane,島根県,男性,30歳代,IT・技術職,1,0
2025-06-28,Shimane,島根県,男性,30歳代,医療・福祉,1,0
2025-06-28,Shimane,島根県,男性,40歳代,営業,1,1
2025-06-28,Shizuoka,静岡県,女性,20歳代,医療・福祉,1,0
2025-06-28,Shizuoka,静岡県,女性,20歳代,営業,2,0
2025-06-28,Shizuoka,静岡県,女性,20歳代,営業事務,2,0
2025-06-28,Shizuoka,静岡県,女性,20歳代,製造・技能職,1,0
2025-06-28,Shizuoka,静岡県,女性,20歳代,販売・サービス,1,0
2025-06-28,Shizuoka,静岡県,女性,30歳代,一般事務,1,0
2025-06-28,Shizuoka,静岡県,女性,30歳代,士業,1,1
2025-06-28,Shizuoka,静岡県,女性,30歳代,製造・技能職,1,0
2025-06-28,Shizuoka,静岡県,女性,30歳代,販売・サービス,1,0
2025-06-28,Shizuoka,静岡県,女性,40歳代,一般事務,1,1
2025-06-28,Shizuoka,静岡県,女性,40歳代,医療・福祉,1,0
2025-06-28,Shizuoka,静岡県,女性,40歳代,営業,1,1
2025-06-28,Shizuoka,静岡県,女性,40歳代,営業事務,1,1
2025-06-28,Shizuoka,静岡県,女性,50歳代,IT・技術職,1,0
2025-06-28,Shizuoka,静岡県,女性,50歳代,一般事務,1,0
2025-06-28,Shizuoka,静岡県,女性,50歳代,医療・福祉,2,1
2025-06-28,Shizuoka,静岡県,女性,50歳代,営業,1,0
2025-06-28,Shizuoka,静岡県,女性,60歳代,一般事務,1,1
2025-06-28,Shizuoka,静岡県,男性,20歳代,IT・技術職,1,0
2025-06-28,Shizuoka,静岡県,男性,20歳代,一般事務,3,0
2025-06-28,Shizuoka,静岡県,男性,20歳代,医療・福祉,2,0
2025-06-28,Shizuoka,静岡県,男性,20歳代,営業,2,1
2025-06-28,Shizuoka,静岡県,男性,20歳代,製造・技能職,2,1
2025-06-28,Shizuoka,静岡県,男性,30歳代,IT・技術職,1,0
2025-06-28,Shizuoka,静岡県,男性,30歳代,一般事務,2,1
2025-06-28,Shizuoka,静岡県,男性,30歳代,医療・福祉,1,1
2025-06-28,Shizuoka,静岡県,男性,30歳代,営業,2,2
2025-06-28,Shizuoka,静岡県,男性,30歳代,営業事務,1,1
2025-06-28,Shizuoka,静岡県,男性,30歳代,士業,2,1
2025-06-28,Shizuoka,静岡県,男性,40歳代,IT・技術職,2,2
2025-06-28,Shizuoka,静岡県,男性,40歳代,一般事務,2,1
2025-06-28,Shizuoka,静岡県,男性,40歳代,医療・福祉,1,0
2025-06-28,Shizuoka,静岡県,男性,40歳代,営業,3,1
2025-06-28,Shizuoka,静岡県,男性,40歳代,営業事務,2,0
2025-06-28,Shizuoka,静岡県,男性,40歳代,士業,1,0
2025-06-28,Shizuoka,静岡県,男性,40歳代,管理職,1,0
2025-06-28,Shizuoka,静岡県,男性,50歳代,IT・技術職,1,1
2025-06-28,Shizuoka,静岡県,男性,50歳代,一般事務,2,1
2025-06-28,Shizuoka,静岡県,男性,50歳代,医療・福祉,1,0
2025-06-28,Shizuoka,静岡県,男性,50歳代,営業,1,1
2025-06-28,Shizuoka,静岡県,男性,50歳代,管理職,1,0
2025-06-28,Shizuoka,静岡県,男性,50歳代,製造・技能職,2,0
2025-06-28,Shizuoka,静岡県,男性,50歳代,販売・サービス,2,1
2025-06-28,Shizuoka,静岡県,男性,60歳代,医療・福祉,1,0
2025-06-28,Shizuoka,静岡県,男性,60歳代,営業,1,0
2025-06-28,Shizuoka,静岡県,男性,60歳代,営業事務,1,0
2025-06-28,Tochigi,栃木県,女性,20歳代,医療・福祉,1,0
2025-06-28,Tochigi,栃木県,女性,20歳代,営業,1,0
2025-06-28,Tochigi,栃木県,女性,20歳代,営業事務,1,1
2025-06-28,Tochigi,栃木県,女性,20歳代,製造・技能職,1,0
2025-06-28,Tochigi,栃木県,女性,30歳代,一般事務,1,1
2025-06-28,Tochigi,栃木県,女性,30歳代,医療・福祉,3,3
2025-06-28,Tochigi,栃木県,女性,30歳代,営業事務,1,1
2025-06-28,Tochigi,栃木県,女性,30歳代,製造・技能職,2,1
2025-06-28,Tochigi,栃木県,女性,30歳代,販売・サービス,1,1
2025-06-28,Tochigi,栃木県,女性,40歳代,IT・技術職,1,0
2025-06-28,Tochigi,栃木県,女性,40歳代,医療・福祉,1,1
2025-06-28,Tochigi,栃木県,女性,50歳代,営業事務,1,0
